链接,标题,日期,星期,来源,精选日期,异常信息
https://github.com/HKUDS/OpenHarness,（github.com/HKUDS/OpenHarness ）,20260530,\,Web-GitHub,20260530,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /HKUDS/OpenHarness (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)')))"
https://github.com/xindoo/agentic-design-patterns,GitHub - xindoo/agentic-design-patterns: 谷歌新书Agent设计模式(agentic design patterns)最佳中文版，持续优化。附：在线阅读、pdf和epub电子书下载。 · GitHub,20260530,\,Web-GitHub,20260530,
https://www.npmjs.com/package/@mariozechner/pi-agent-core,Just a moment...,20260530,\,,20260530,未提取来源信息
https://honcho.dev,（https://honcho.dev/）,20260530,\,,20260530,未提取来源信息
https://mp.weixin.qq.com/s/fwFnfpXKQkxsqlfjps4Jzg,让你拿到 offer 的 AI 产品经理核心技能丨Aakash Gupta,20260530,周六,微信-晚点再听LaterCast,20260530,
https://waytoagi.feishu.cn/wiki/XaVBwX2AqiL109kDoq4cCaQwnOc,让你拿到 offer 的 AI 产品经理核心技能丨Aakash Gupta,20260530,周六,飞书-通往AGI之路,20260530,
https://www.youtube.com/watch?v=DL-pUGcfrf4,"The AI PM Skill That Gets You Instant Job Offers | Aparna, Arize AI - YouTube",20260522,周五,Web-Youtube,20260530,
https://x.com/Moting284/status/2060254189746630799,JavaScript is not available.,20260530,周六,Web-X,20260530,未提取日期
https://waytoagi.feishu.cn/wiki/EXHlw0HXBicv2yktOybc8lK6nRg,我用 Codex 学了 12 个工具，这是我学到的,20260530,周六,飞书-通往AGI之路,20260530,
https://waytoagi.feishu.cn/wiki/Uos1w1gIViEnRikVYIicmaTanjd,Claude Dynamic Workflows解析— 迎接全新的 AI 编程生态,20260530,周六,飞书-通往AGI之路,20260530,
https://mp.weixin.qq.com/s/Xs7e3goFNUhJg5xEiO5YMA,"Claude Dynamic Workflows解析,迎接全新的AI编程生态",20260530,周六,微信-无处不在的技术,20260530,
https://github.com/AGI-is-going-to-arrive/workflow-cookbook,"GitHub - AGI-is-going-to-arrive/workflow-cookbook: 《织经》Loom · Claude Code Dynamic Workflows（CLAUDE_CODE_WORKFLOWS）配方手册：29 章 + 6 附录，每个配方都在本机真跑过、附 Run ID，中英双语。 | Loom · a recipe book for Claude Code's Dynamic Workflows. 29 chapters + 6 appendices, every recipe actually run, with its Run ID. · GitHub",20260530,\,Web-GitHub,20260530,
https://agi-is-going-to-arrive.github.io/workflow-cookbook,（https://agi-is-going-to-arrive.github.io/workflow-cookbook/）,20260530,\,,20260530,未提取来源信息
https://github.com/democra-ai/claude-workflow-viz,（https://github.com/democra-ai/claude-workflow-viz）,20260530,\,Web-GitHub,20260530,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /democra-ai/claude-workflow-viz (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)')))"
https://github.com/akakabrian/agent-workflows,"GitHub - akakabrian/agent-workflows: Provider-agnostic, zero-dependency runtime for dynamic agent workflows: fan out, pipeline, validate, budget, and resume many model calls from one Python script. Durable SQLite run journal, offline fake adapter, CLI-backed Claude/Codex. CLI: owf. · GitHub",20260530,\,Web-GitHub,20260530,
https://github.com/cclank/cc-dynamic-workflows,GitHub - cclank/cc-dynamic-workflows: 交互式单页报告:Claude Code 动态工作流(Dynamic Workflows)使用调研 · Live https://cc-dynamic-workflows.pages.dev/ · GitHub,20260530,\,Web-GitHub,20260530,
https://cc-dynamic-workflows.pages.dev,Claude Code Dynamic Workflows — 使用调研报告,20260530,\,,20260530,未提取来源信息
